Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64654544,04/15/2025 12:39:29 PM,04/25/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11694.0,215 BEACH  101 STREET,BEACH  101 STREET,,,,,ADDRESS,FAR ROCKAWAY,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-25,14 QUEENS,4161570089.0,QUEENS,1033689.0,152092.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.583995640250926,-73.82201020322188,"(40.583995640250926, -73.82201020322188)"
64655751,04/15/2025 12:18:08 PM,04/22/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10460.0,986 EAST  181 STREET,EAST  181 STREET,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-22,06 BRONX,2031330018.0,BRONX,1017614.0,246968.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84448221416345,-73.87941295826978,"(40.84448221416345, -73.87941295826978)"
64660691,04/15/2025 12:01:30 PM,05/23/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10004.0,4 SOUTH STREET,SOUTH STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-05-23,01 MANHATTAN,1000020001.0,MANHATTAN,981047.0,194826.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.7014285526526,-74.01155171335573,"(40.7014285526526, -74.01155171335573)"
64658192,04/15/2025 11:46:27 AM,04/15/2025 11:46:27 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10027.0,201 WEST  120 STREET,WEST  120 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-15,10 MANHATTAN,1019260029.0,MANHATTAN,997829.0,232898.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.8059166613709,-73.95095005814213,"(40.8059166613709, -73.95095005814213)"
64659420,04/15/2025 11:40:26 AM,05/09/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10029.0,8 EAST  110 STREET,EAST  110 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-05-09,11 MANHATTAN,1016150060.0,MANHATTAN,998503.0,229485.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.7965478501844,-73.94852268684294,"(40.7965478501844, -73.94852268684294)"
64659419,04/15/2025 11:25:06 AM,04/15/2025 11:25:06 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10467.0,3035 WHITE PLAINS ROAD,WHITE PLAINS ROAD,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-15,12 BRONX,2045457501.0,BRONX,1020976.0,256373.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8702827503261,-73.86721021670552,"(40.8702827503261, -73.86721021670552)"
64653617,04/15/2025 11:19:05 AM,04/21/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226.0,97 CROOKE AVENUE,CROOKE AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-21,14 BROOKLYN,3050590051.0,BROOKLYN,994621.0,177104.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65278017295231,-73.96262395791314,"(40.65278017295231, -73.96262395791314)"
64660678,04/15/2025 11:10:02 AM,04/15/2025 11:10:02 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11225.0,495 FLATBUSH AVENUE,FLATBUSH AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-15,09 BROOKLYN,3011970006.0,BROOKLYN,994865.0,180522.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.662161542848395,-73.9617392262172,"(40.662161542848395, -73.9617392262172)"
64658155,04/15/2025 11:07:01 AM,05/09/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10039.0,269 WEST  154 STREET,WEST  154 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-05-09,10 MANHATTAN,1020400005.0,MANHATTAN,1001674.0,241016.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.82819154150929,-73.93704011167921,"(40.82819154150929, -73.93704011167921)"
64655836,04/15/2025 10:18:25 AM,04/15/2025 10:18:25 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10452.0,1370 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-15,04 BRONX,2025340003.0,BRONX,1004713.0,246156.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84229283340486,-73.92604331201022,"(40.84229283340486, -73.92604331201022)"
64659417,04/15/2025 09:51:21 AM,04/15/2025 09:51:21 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10029.0,2130 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-15,11 MANHATTAN,1017010001.0,MANHATTAN,1001321.0,227814.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.791956413763515,-73.93834921565832,"(40.791956413763515, -73.93834921565832)"
64658188,04/15/2025 09:42:25 AM,04/15/2025 09:42:25 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10451.0,514 EAST  163 STREET,EAST  163 STREET,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-15,03 BRONX,2023670020.0,BRONX,1009383.0,239574.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.824215092110634,-73.9091898266397,"(40.824215092110634, -73.9091898266397)"
64660677,04/15/2025 08:56:10 AM,04/15/2025 08:56:10 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10458.0,116 EAST MOSHOLU PARKWAY SOUTH,EAST MOSHOLU PARKWAY SOUTH,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-15,07 BRONX,2033130040.0,BRONX,1016462.0,258514.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87617675968912,-73.88352112139656,"(40.876176759689116, -73.88352112139656)"
64656878,04/15/2025 08:37:12 AM,04/15/2025 08:37:12 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11222.0,196 FREEMAN STREET,FREEMAN STREET,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-15,01 BROOKLYN,3025130018.0,BROOKLYN,997084.0,206901.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.73456279577304,-73.95369078441385,"(40.734562795773044, -73.95369078441385)"
64655754,04/15/2025 07:24:30 AM,04/23/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10455.0,607 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-04-23,01 BRONX,2026740036.0,BRONX,1010841.0,235779.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81379462270318,-73.9039368445667,"(40.81379462270318, -73.9039368445667)"
64660762,04/15/2025 07:21:15 AM,04/15/2025 07:21:15 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11210.0,2047 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-15,17 BROOKLYN,3050050026.0,BROOKLYN,998706.0,170782.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.63542192081139,-73.94791557833476,"(40.63542192081139, -73.94791557833476)"
64653603,04/15/2025 07:15:14 AM,06/05/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10451.0,310 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-06-05,01 BRONX,2023410028.0,BRONX,1003876.0,235922.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81420533657228,-73.92909830576362,"(40.81420533657228, -73.92909830576362)"
64658156,04/14/2025 10:08:44 PM,04/28/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10038.0,49 NASSAU STREET,NASSAU STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-28,01 MANHATTAN,1000640007.0,MANHATTAN,981731.0,197543.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.70888629890282,-74.00908586371023,"(40.70888629890282, -74.00908586371023)"
64654574,04/14/2025 09:22:58 PM,04/30/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10036.0,1 BRYANT PARK,BRYANT PARK,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-30,05 MANHATTAN,1009950033.0,MANHATTAN,988716.0,214410.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.755181304533,-73.9838802427487,"(40.755181304533, -73.9838802427487)"
64659421,04/14/2025 09:16:57 PM,04/24/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10009.0,7 AVENUE A,AVENUE A,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-24,03 MANHATTAN,1004290041.0,MANHATTAN,988103.0,202520.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.722546492313725,-73.98609963934321,"(40.722546492313725, -73.98609963934321)"
64655632,04/14/2025 08:55:52 PM,04/24/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10451.0,341 EAST  162 STREET,EAST  162 STREET,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings reviewed this complaint and referred it to the New York City Housing Authority for further action.,2025-04-24,03 BRONX,2024097501.0,BRONX,1007831.0,239949.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.825248639786615,-73.91479616785949,"(40.825248639786615, -73.91479616785949)"
64661858,04/14/2025 08:46:51 PM,04/25/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11691.0,22-30 MOTT AVENUE,MOTT AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-25,14 QUEENS,4156610012.0,QUEENS,1051924.0,159989.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.60555077688546,-73.7562819290494,"(40.60555077688546, -73.7562819290494)"
64661859,04/14/2025 08:37:45 PM,04/24/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11233.0,320 BAINBRIDGE STREET,BAINBRIDGE STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings reviewed this complaint and referred it to the New York City Housing Authority for further action.,2025-04-24,03 BROOKLYN,3016880001.0,BROOKLYN,1005252.0,187659.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6817324557071,-73.92427803388672,"(40.6817324557071, -73.92427803388672)"
64660695,04/14/2025 08:37:45 PM,04/14/2025 08:37:45 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11221.0,93 LINDEN STREET,LINDEN STREET,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,04 BROOKLYN,3033230001.0,BROOKLYN,1006424.0,191678.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.69276082638579,-73.92003920460266,"(40.69276082638579, -73.92003920460266)"
64661862,04/14/2025 08:04:19 PM,04/14/2025 08:04:19 PM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11375.0,67-70 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,,,,,ADDRESS,FOREST HILLS,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,06 QUEENS,4021360033.0,QUEENS,1026175.0,204080.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.72672979916975,-73.84873877739842,"(40.72672979916975, -73.84873877739842)"
64651847,04/14/2025 05:42:45 PM,04/22/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10025.0,135 WEST   96 STREET,WEST   96 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-22,07 MANHATTAN,1018510008.0,MANHATTAN,992934.0,228311.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.79333276612264,-73.96863766346979,"(40.79333276612264, -73.96863766346979)"
64649570,04/14/2025 05:42:45 PM,04/14/2025 05:42:45 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11211.0,400 SOUTH    2 STREET,SOUTH    2 STREET,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,01 BROOKLYN,3024250017.0,BROOKLYN,997699.0,197727.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.70938147259127,-73.95148999809369,"(40.70938147259127, -73.95148999809369)"
64651846,04/14/2025 05:33:11 PM,04/14/2025 05:33:11 PM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11235.0,3115 BRIGHTON    4 STREET,BRIGHTON    4 STREET,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,13 BROOKLYN,3086880041.0,BROOKLYN,994497.0,149260.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.57635430309912,-73.96311309717944,"(40.57635430309912, -73.96311309717944)"
64650684,04/14/2025 05:27:10 PM,05/23/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10023.0,302 WEST   76 STREET,WEST   76 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-05-23,07 MANHATTAN,1011850028.0,MANHATTAN,988921.0,224406.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.78261761976072,-73.98313336053818,"(40.78261761976072, -73.98313336053818)"
64644865,04/14/2025 04:08:17 PM,04/14/2025 04:08:17 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11208.0,250 EUCLID AVENUE,EUCLID AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,05 BROOKLYN,3041437501.0,BROOKLYN,1019217.0,187900.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.68234979471123,-73.87392652675551,"(40.68234979471123, -73.87392652675551)"
64643836,04/14/2025 04:02:07 PM,04/14/2025 04:02:07 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11373.0,42-42 ITHACA STREET,ITHACA STREET,,,,,ADDRESS,ELMHURST,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,04 QUEENS,4015580026.0,QUEENS,1018033.0,210374.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.744040102515,-73.87808265461202,"(40.744040102515, -73.87808265461202)"
64647044,04/14/2025 03:06:25 PM,04/14/2025 03:06:25 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10453.0,124 EAST  176 STREET,EAST  176 STREET,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-04-14,05 BRONX,2028260027.0,BRONX,1009410.0,248279.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84810770841058,-73.90905961756198,"(40.84810770841058, -73.90905961756198)"
64643815,04/14/2025 02:36:05 PM,04/14/2025 02:36:05 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11203.0,787 EAST   46 STREET,EAST   46 STREET,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,17 BROOKLYN,3049630044.0,BROOKLYN,1002770.0,173295.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.64231200193763,-73.93326624722118,"(40.64231200193763, -73.93326624722118)"
64647127,04/14/2025 02:24:02 PM,05/27/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10460.0,1125 WYATT STREET,WYATT STREET,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-05-27,06 BRONX,2039060091.0,BRONX,1018289.0,245048.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83920980381351,-73.87698306368515,"(40.83920980381351, -73.87698306368515)"
64647009,04/14/2025 01:22:32 PM,04/14/2025 01:22:32 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10468.0,2754 CRESTON AVENUE,CRESTON AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,07 BRONX,2033150029.0,BRONX,1013780.0,256033.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.86937656217776,-73.89323018210052,"(40.86937656217776, -73.89323018210052)"
64645861,04/14/2025 01:16:31 PM,04/17/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11435.0,139-09 ARCHER AVENUE,ARCHER AVENUE,,,,,ADDRESS,JAMAICA,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-17,12 QUEENS,4099820022.0,QUEENS,1036662.0,194180.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.699500801903966,-73.81097990584259,"(40.699500801903966, -73.81097990584259)"
64648260,04/14/2025 01:07:29 PM,04/14/2025 01:07:29 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10458.0,116 EAST MOSHOLU PARKWAY SOUTH,EAST MOSHOLU PARKWAY SOUTH,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,07 BRONX,2033130040.0,BRONX,1016462.0,258514.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87617675968912,-73.88352112139656,"(40.876176759689116, -73.88352112139656)"
64643818,04/14/2025 12:40:03 PM,04/17/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10029.0,441 EAST  116 STREET,EAST  116 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-04-17,11 MANHATTAN,1017100019.0,MANHATTAN,1002528.0,229074.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.7954123581447,-73.93398678762051,"(40.7954123581447, -73.93398678762051)"
64644862,04/14/2025 12:15:11 PM,05/07/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10018.0,1384 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-05-07,05 MANHATTAN,1008130050.0,MANHATTAN,987747.0,213461.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.75257697680491,-73.98737828321879,"(40.75257697680491, -73.98737828321879)"
64647011,04/14/2025 12:09:10 PM,04/15/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11378.0,53-01 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,MASPETH,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-04-15,05 QUEENS,4026100219.0,QUEENS,1007542.0,201002.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71835012554399,-73.91597537927008,"(40.71835012554399, -73.91597537927008)"
64648290,04/14/2025 12:06:09 PM,04/14/2025 12:06:09 PM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10001.0,777 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,05 MANHATTAN,1008020036.0,MANHATTAN,986654.0,210681.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.744946941657,-73.9913242401921,"(40.744946941657, -73.9913242401921)"
64650778,04/14/2025 11:56:36 AM,04/14/2025 11:56:36 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10456.0,775 EAGLE AVENUE,EAGLE AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-04-14,01 BRONX,2026180043.0,BRONX,1009313.0,237940.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.819730425545224,-73.90944885242678,"(40.819730425545224, -73.90944885242678)"
64650685,04/14/2025 11:50:33 AM,04/17/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11368.0,39-06 114 STREET,114 STREET,,,,,ADDRESS,CORONA,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-04-17,03 QUEENS,4017860017.0,QUEENS,1024994.0,213725.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.753208409320784,-73.85294128024894,"(40.753208409320784, -73.85294128024894)"
64643813,04/14/2025 11:25:49 AM,04/14/2025 11:25:49 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11221.0,847 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,03 BROOKLYN,3016230073.0,BROOKLYN,1004600.0,190847.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.69048430599123,-73.92661916685498,"(40.69048430599123, -73.92661916685498)"
64647126,04/14/2025 10:52:43 AM,04/14/2025 10:52:43 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11214.0,45 BAY   19 STREET,BAY   19 STREET,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,11 BROOKLYN,3063700032.0,BROOKLYN,983451.0,160017.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.60588599932752,-74.00287749305872,"(40.60588599932752, -74.00287749305872)"
64648238,04/14/2025 10:34:32 AM,04/15/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10033.0,809 WEST  177 STREET,WEST  177 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-15,12 MANHATTAN,1021770014.0,MANHATTAN,1000768.0,248232.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.8479991031889,-73.94029607984919,"(40.8479991031889, -73.94029607984919)"
64644866,04/14/2025 10:16:28 AM,04/14/2025 10:16:28 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11238.0,79 CLIFTON PLACE,CLIFTON PLACE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,02 BROOKLYN,3019480042.0,BROOKLYN,995051.0,189942.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.68801709414181,-73.96105371077101,"(40.68801709414181, -73.96105371077101)"
64647010,04/14/2025 10:16:15 AM,04/14/2025 10:16:15 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10065.0,359 EAST   68 STREET,EAST   68 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,08 MANHATTAN,1014437501.0,MANHATTAN,995637.0,218239.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.76568472189712,-73.95889282820075,"(40.765684721897124, -73.95889282820075)"
64648230,04/14/2025 10:07:14 AM,04/14/2025 10:07:14 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11229.0,1656 EAST   19 STREET,EAST   19 STREET,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-14,15 BROOKLYN,3067810027.0,BROOKLYN,996863.0,161366.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.609579787444176,-73.95457342963894,"(40.609579787444176, -73.95457342963894)"
64643820,04/14/2025 10:07:08 AM,04/15/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11213.0,1339 LINCOLN PLACE,LINCOLN PLACE,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-15,08 BROOKLYN,3013840052.0,BROOKLYN,1003045.0,183315.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.66981411972212,-73.93224740472039,"(40.66981411972212, -73.93224740472039)"
